LocationAbbr,LocationDesc,LocationID,TopicID,DataSource,DataSourceUrl,Question,QuestionID,StratificationCategoryId,StratificationCategory,Stratification,StratificationID,YearStart,YearEnd,DataValue,LowConfidenceLimit,HighConfidenceLimit,DataValueDisplay,LowConfidenceLimitDisplay,HighConfidenceLimitDisplay,DataValueUnit,DataValueType,DataValueTypeID,DataValueFootnote,DataValueFootnoteSymbol,DisplayOrder
"NJ","New Jersey","34","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,"null","null","null","","","","%","Age-adjusted Prevalence","AGEADJPREV","No data available","*","4"
"NM","New Mexico","35","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,54.1,52.1,56.1,"54.1","52.1","56.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NY","New York","36","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,50.7,49.3,52.1,"50.7","49.3","52.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NC","North Carolina","37","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,50.4,48.5,52.3,"50.4","48.5","52.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"ND","North Dakota","38","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,47.4,45.4,49.5,"47.4","45.4","49.5","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"OH","Ohio","39","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,48.8,47.2,50.3,"48.8","47.2","50.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"OK","Oklahoma","40","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,38.5,36.7,40.2,"38.5","36.7","40.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"OR","Oregon","41","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,56.8,55.1,58.5,"56.8","55.1","58.5","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"PA","Pennsylvania","42","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,50.8,49.1,52.6,"50.8","49.1","52.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"PR","Puerto Rico","72","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,30.6,29,32.2,"30.6","29.00","32.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"RI","Rhode Island","44","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,49.9,47.7,52.1,"49.9","47.7","52.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"SC","South Carolina","45","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,47.5,45.7,49.3,"47.5","45.7","49.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"SD","South Dakota","46","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,46.5,43.8,49.3,"46.5","43.8","49.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"TN","Tennessee","47","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,47.7,45.6,49.7,"47.7","45.6","49.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"TX","Texas","48","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,49.4,47.5,51.3,"49.4","47.5","51.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"UT","Utah","49","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,55.9,54.7,57.1,"55.9","54.7","57.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"VT","Vermont","50","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,61.7,59.4,63.8,"61.7","59.4","63.8","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"VI","Virgin Islands","78","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,"null","null","null","","","","%","Age-adjusted Prevalence","AGEADJPREV","No data available","*","4"
"VA","Virginia","51","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,49.8,48.3,51.4,"49.8","48.3","51.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"WA","Washington","53","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,58.7,57.4,60,"58.7","57.4","60.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"WV","West Virginia","54","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,49.1,47.1,51.2,"49.1","47.1","51.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"WI","Wisconsin","55","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,55,52.9,57.1,"55.00","52.9","57.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"WY","Wyoming","56","NPAW","BRFSS","https://www.cdc.gov/brfss","Met aerobic physical activity guideline for substantial health benefits, adults","NPW09","OVERALL","Overall","Overall","OVR",2019,2019,54.8,52.5,57.1,"54.8","52.5","57.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
