LocationAbbr,LocationDesc,LocationID,TopicID,DataSource,DataSourceUrl,Question,QuestionID,StratificationCategoryId,StratificationCategory,Stratification,StratificationID,YearStart,YearEnd,DataValue,LowConfidenceLimit,HighConfidenceLimit,DataValueDisplay,LowConfidenceLimitDisplay,HighConfidenceLimitDisplay,DataValueUnit,DataValueType,DataValueTypeID,DataValueFootnote,DataValueFootnoteSymbol,DisplayOrder
"IL","Illinois","17","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,12.8,11.5,14.3,"12.8","11.5","14.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"IN","Indiana","18","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,16.9,15.9,17.9,"16.9","15.9","17.9","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"IA","Iowa","19","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,15.5,14.5,16.6,"15.5","14.5","16.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"KS","Kansas","20","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,15.1,14.1,16.1,"15.1","14.1","16.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"KY","Kentucky","21","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,17.6,15.9,19.3,"17.6","15.9","19.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"LA","Louisiana","22","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,17.1,15.7,18.5,"17.1","15.7","18.5","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"ME","Maine","23","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,16,14.7,17.4,"16.00","14.7","17.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MD","Maryland","24","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,9.8,9.1,10.6,"9.8","9.1","10.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MA","Massachusetts","25","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,10.7,9.8,11.7,"10.7","9.8","11.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MI","Michigan","26","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,16,15,17.2,"16.00","15.00","17.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MN","Minnesota","27","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,13.4,12.6,14.2,"13.4","12.6","14.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MS","Mississippi","28","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,18.1,16.5,19.8,"18.1","16.5","19.8","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MO","Missouri","29","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,17.8,16.5,19.1,"17.8","16.5","19.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MT","Montana","30","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,16,14.8,17.4,"16.00","14.8","17.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NE","Nebraska","31","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,13.6,12.4,14.8,"13.6","12.4","14.8","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NV","Nevada","32","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,14.9,13.1,17,"14.9","13.1","17.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NH","New Hampshire","33","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,11.5,10.2,13,"11.5","10.2","13.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NJ","New Jersey","34","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,10.7,9.7,11.8,"10.7","9.7","11.8","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NM","New Mexico","35","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,15.5,14,17.2,"15.5","14.00","17.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NY","New York","36","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,11.5,10.8,12.3,"11.5","10.8","12.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NC","North Carolina","37","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,14.9,13.4,16.7,"14.9","13.4","16.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"ND","North Dakota","38","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,15.8,14.4,17.4,"15.8","14.4","17.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"OH","Ohio","39","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,17.7,16.7,18.8,"17.7","16.7","18.8","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"OK","Oklahoma","40","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,16,14.8,17.3,"16.00","14.8","17.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"OR","Oregon","41","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,12.8,11.7,14,"12.8","11.7","14.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"PA","Pennsylvania","42","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,15.6,13.9,17.5,"15.6","13.9","17.5","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"PR","Puerto Rico","72","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,10.3,9,11.7,"10.3","9.00","11.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"RI","Rhode Island","44","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,12.3,10.9,13.7,"12.3","10.9","13.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"SC","South Carolina","45","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,16.2,15,17.4,"16.2","15.00","17.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"SD","South Dakota","46","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,14.6,12.2,17.3,"14.6","12.2","17.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"TN","Tennessee","47","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,19.2,17.7,20.7,"19.2","17.7","20.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"TX","Texas","48","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,12,11,13,"12.00","11.00","13.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"UT","Utah","49","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,6.9,6.2,7.6,"6.9","6.2","7.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"VT","Vermont","50","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,13.7,12.5,15,"13.7","12.5","15.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"VI","Virgin Islands","78","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,"null","null","null","","","","%","Age-adjusted Prevalence","AGEADJPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","4"
"VA","Virginia","51","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,12.3,11.4,13.3,"12.3","11.4","13.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"WA","Washington","53","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,10.1,9.6,10.7,"10.1","9.6","10.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"WV","West Virginia","54","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,22.3,20.6,24,"22.3","20.6","24.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"WI","Wisconsin","55","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,15,14,16.1,"15.00","14.00","16.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"WY","Wyoming","56","TOB","BRFSS","https://www.cdc.gov/brfss","Current cigarette smoking among adults","TOB04","OVERALL","Overall","Overall","OVR",2022,2022,15.9,14.4,17.6,"15.9","14.4","17.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
